task_id,title,description,category,priority,status,created_date,due_date,completion_date,assigned_to,created_by,manager,department,estimated_hours,actual_hours,complexity_score,dependencies_count,user_current_workload,user_experience_level,task_age_days,is_overdue
TASK_000108,Task 108: Create streamlined report for security audit stakeholders,Review and update new documentation for data migration process. develop routine strategy for inventory management campaign,Infrastructure,High,Not Started,2025-02-16,2025-02-23,,user_115,user_055,manager_20,Sales,33.45,,9.4,0,10,5.6,120,True
TASK_000109,Task 109: Develop enhanced strategy for payment processing campaign,Design advanced interface for workflow automation application. design urgent interface for payment processing application,Project Management,Medium,Completed,2025-05-30,2025-06-08,,user_182,user_017,manager_18,Finance,13.08,12.29,8.0,1,9,7.8,17,False
TASK_000110,Task 110: Validate automated requirements for client onboarding project,Conduct enhanced research on payment processing market trends. test automated feature in security audit environment,Project Management,Low,In Progress,2025-08-27,2025-09-09,,user_095,user_120,manager_26,Finance,19.41,27.31,7.4,1,3,,-72,False
TASK_000111,Task 111: Fix urgent bug in system integration system,Fix critical bug in compliance check system. review and update automated documentation for client onboarding process,Finance,High,In Progress,2025-01-24,2025-01-30,,user_089,user_033,manager_29,Legal,15.78,19.12,4.7,0,8,6.0,143,True
TASK_000112,Task 112: Design critical interface for system integration application,Integrate new API with payment processing service. conduct automated research on performance monitoring market trends,Documentation,Medium,Completed,2025-03-10,2025-03-21,2025-03-23,user_089,user_133,manager_29,Sales,50.29,45.29,5.7,0,6,4.4,98,False
TASK_000113,Task 113: Conduct streamlined research on data migration market trends,Configure streamlined settings for compliance check deployment. conduct advanced research on system integration market trends,Finance,Low,Completed,2025-03-14,2025-03-17,2025-03-17,user_044,user_169,manager_20,Operations,25.3,24.54,3.4,2,4,2.4,94,False
TASK_000114,Task 114: Implement new functionality for the payment processing module,Implement complex functionality for the performance monitoring module. configure enhanced settings for compliance check deployment,Sales,Medium,Completed,2025-01-02,2025-01-03,2025-01-03,user_075,user_165,manager_10,HR,24.71,33.26,5.5,2,11,6.1,165,False
TASK_000115,Task 115: Develop advanced strategy for user authentication campaign,Design urgent interface for inventory management application. develop urgent strategy for security audit campaign,Marketing,Low,In Progress,2025-03-01,2025-03-03,,user_188,user_089,manager_13,Marketing,20.21,22.48,4.1,1,6,4.4,107,True
TASK_000116,Task 116: Test urgent feature in payment processing environment,Analyze urgent data for security audit optimization. design advanced interface for user authentication application,Research,Low,Completed,2025-07-02,2025-07-16,,user_108,user_064,manager_28,Marketing,1.18,1.7,4.1,1,5,9.0,-16,False
TASK_000117,Task 117: Test automated feature in workflow automation environment,Conduct urgent research on workflow automation market trends. integrate streamlined api with workflow automation service,Development,High,In Progress,2025-02-02,2025-02-05,,user_130,user_118,manager_08,Marketing,8.28,6.12,3.1,2,8,7.3,134,True
TASK_000118,Task 118: Optimize urgent performance in performance monitoring database,Conduct new research on payment processing market trends. fix automated bug in performance monitoring system,Legal,Medium,In Progress,2025-06-23,2025-06-24,,user_094,user_012,manager_13,Engineering,11.45,9.8,7.1,1,11,6.8,-7,False
TASK_000119,Task 119: Review and update critical documentation for system integration process,Develop routine strategy for performance monitoring campaign. monitor complex metrics for compliance check dashboard,Testing,Medium,Completed,2025-02-21,2025-02-24,,user_101,user_096,manager_26,Sales,,9.25,4.2,0,10,4.4,115,False
TASK_000120,Task 120: Optimize routine performance in inventory management database,Conduct new research on user authentication market trends. implement automated functionality for the client onboarding module,Project Management,High,In Progress,2025-08-17,2025-08-19,,user_132,user_036,manager_11,Finance,17.16,17.41,5.1,3,12,5.6,-62,False
TASK_000121,Task 121: Monitor streamlined metrics for compliance check dashboard,Create routine report for system integration stakeholders. conduct urgent research on compliance check market trends,Research,Medium,In Progress,2025-08-18,2025-08-27,,user_095,user_085,manager_22,Engineering,7.75,9.04,4.2,1,12,6.4,-63,False
TASK_000122,Task 122: Validate new requirements for compliance check project,Develop streamlined strategy for compliance check campaign. optimize enhanced performance in user authentication database,HR,Low,Completed,2025-08-20,2025-08-23,2025-08-24,user_159,user_199,manager_27,HR,9.9,12.33,7.8,1,9,7.5,-65,False
TASK_000123,Task 123: Validate advanced requirements for security audit project,Implement urgent functionality for the client onboarding module. fix automated bug in inventory management system,Legal,High,Completed,2025-04-01,2025-04-07,2025-04-09,user_121,user_189,manager_24,Engineering,10.96,12.22,3.1,2,7,5.3,76,False
TASK_000124,Task 48466: Validate new requirements for data migration project (Copy),Fix comprehensive bug in data migration system. develop routine strategy for client onboarding campaign,Operations,High,Completed,2025-06-17,2025-06-29,,user_185,user_175,manager_21,Legal,22.21,26.38,3.1,1,6,7.6,-1,False
TASK_000125,Task 125: Test streamlined feature in system integration environment,Analyze enhanced data for performance monitoring optimization. prepare streamlined presentation for security audit meeting,Legal,Medium,In Progress,2025-08-25,2025-09-01,,user_185,user_071,manager_10,Engineering,5.24,5.95,2.9,1,9,6.1,-70,False
TASK_000126,Task 126: Fix comprehensive bug in data migration system,Analyze new data for performance monitoring optimization. validate advanced requirements for client onboarding project,Infrastructure,Low,Completed,2025-08-01,2025-08-08,,user_192,user_123,manager_07,Marketing,30.86,28.3,5.5,3,12,7.0,-46,False
TASK_000127,Task 127: Analyze automated data for payment processing optimization,Optimize complex performance in security audit database. test new feature in system integration environment,Design,Low,In Progress,2025-04-16,2025-04-21,,user_184,user_121,manager_04,Operations,17.11,12.04,5.3,2,5,5.4,61,True
TASK_000128,Task 128: Integrate automated API with inventory management service,Configure urgent settings for workflow automation deployment. configure enhanced settings for performance monitoring deployment,Marketing,Critical,In Progress,2025-05-13,2025-05-18,,user_197,user_023,manager_21,Finance,,9.04,5.9,0,3,4.1,34,True
TASK_000129,Task 129: Implement automated functionality for the inventory management module,Integrate automated API with user authentication service. monitor critical metrics for workflow automation dashboard,Documentation,Low,Not Started,2025-05-15,2025-05-16,,user_003,user_077,manager_19,Finance,29.01,,3.8,1,6,7.6,32,True
TASK_000130,Task 130: Create streamlined report for workflow automation stakeholders,Configure routine settings for system integration deployment. develop automated strategy for system integration campaign,Customer Support,Medium,Completed,2025-05-06,2025-06-10,2025-05-28,user_042,user_188,manager_15,Operations,12.39,10.52,4.2,1,8,5.0,41,False
TASK_000131,Task 131: Prepare streamlined presentation for compliance check meeting,Configure enhanced settings for data migration deployment. optimize critical performance in inventory management database,Operations,Medium,Not Started,2025-06-03,2025-06-06,,user_048,user_036,manager_16,Sales,13.68,,3.8,1,6,5.7,13,True
TASK_000132,Task 132: Implement streamlined functionality for the inventory management module,Test urgent feature in performance monitoring environment. create streamlined report for compliance check stakeholders,Legal,High,Completed,2024-12-23,2024-12-31,2024-12-30,user_061,user_016,manager_22,Engineering,7.24,6.0,7.4,0,9,3.4,175,False
TASK_000133,Task 133: Integrate streamlined API with payment processing service,Configure streamlined settings for client onboarding deployment. optimize enhanced performance in security audit database,Documentation,Low,In Progress,2025-08-19,2025-08-22,,user_156,user_096,manager_14,Operations,,111.76,4.0,0,10,5.6,-64,False
TASK_000134,Task 134: Configure enhanced settings for security audit deployment,Configure complex settings for payment processing deployment. conduct urgent research on system integration market trends,Legal,High,Completed,2025-06-21,2025-07-05,2025-07-06,user_016,user_141,manager_29,Finance,38.35,43.31,4.7,1,9,7.2,-5,False
TASK_000135,Task 135: Monitor routine metrics for workflow automation dashboard,Review and update enhanced documentation for compliance check process. develop advanced strategy for system integration campaign,Customer Support,Low,Not Started,2025-01-15,2025-01-23,,user_117,user_145,manager_02,Finance,3.93,,7.4,0,9,5.3,152,True
TASK_000136,Task 136: Prepare streamlined presentation for user authentication meeting,Fix streamlined bug in user authentication system. validate enhanced requirements for compliance check project,Testing,Medium,Cancelled,2025-01-10,2025-01-14,2025-01-15,user_139,user_016,manager_30,Engineering,12.04,,2.8,0,13,5.5,157,False
TASK_000137,Task 137: Develop new strategy for performance monitoring campaign,Fix automated bug in data migration system. prepare critical presentation for client onboarding meeting,Infrastructure,Medium,In Progress,2025-07-01,2025-07-07,,user_097,user_097,,Operations,14.11,19.74,,3,4,3.0,-15,False
TASK_000138,Task 138: Monitor comprehensive metrics for payment processing dashboard,Design routine interface for inventory management application. conduct automated research on security audit market trends,Data Analysis,Medium,Not Started,2024-12-19,2024-12-24,,user_077,user_119,manager_22,Operations,22.16,,4.6,3,6,9.5,179,True
TASK_000139,Task 139: Conduct critical research on security audit market trends,Test urgent feature in client onboarding environment. design streamlined interface for security audit application,Infrastructure,Low,Cancelled,2025-02-13,2025-03-02,2025-03-05,user_158,user_197,manager_30,Engineering,15.07,,8.5,1,11,3.8,123,False
TASK_000140,Task 140: Review and update advanced documentation for compliance check process,Implement urgent functionality for the compliance check module. configure new settings for security audit deployment,Legal,Low,Completed,2025-01-09,2025-01-13,2025-01-12,user_056,user_194,manager_28,Legal,6.21,6.85,1.0,3,10,10.0,158,False
TASK_000141,Task 141: Monitor complex metrics for client onboarding dashboard,Optimize complex performance in client onboarding database. test streamlined feature in data migration environment,Finance,High,In Progress,2025-09-10,2025-09-15,,user_016,user_143,manager_19,Operations,20.59,24.72,5.4,0,9,5.2,-86,False
